,"participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","consonant","shape","response","devoiced","voiced","group","match","opposite","IPA"
"560","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:05:50","iamb","testing",20,"p","u","mono","chup",1,"chubni",0,"chubni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","mono","b","p",1,"iamb","TRUE","TRUE","ʧup"
"561","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:05:59","iamb","testing",21,"l","e","iamb","k-shel",1,"k-shelni",0,"k-shelni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","kəʃel"
"562","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:06:09","iamb","testing",22,"r","e","iamb","tr-sher",1,"tr-sherni",0,"tr-sherni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","trəʃer"
"563","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:06:19","iamb","testing",23,"k","x","mono","shaik",1,"shaigni",0,"shaikni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","ʃaɪk"
"564","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:06:29","iamb","testing",24,"p","o","iamb","f-chop",1,"f-chobni",0,"f-chobni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","fəʧop"
"565","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:06:36","iamb","testing",25,"t","u","iamb","kl-put",1,"kl-pudni",0,"kl-pudni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","kləput"
"566","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:06:50","iamb","testing",26,"t","i","iamb","s-plit",1,"s-plidni",0,"s-plidni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","səplit"
"567","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:07:36","iamb","testing",27,"ng","i","iamb","d-pling",1,"d-plingni",0,"d-plindni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","iamb","d","t",1,"iamb","FALSE","FALSE","dəpliŋ"
"568","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:07:46","iamb","testing",28,"t","e","mono","klet",1,"kledni",0,"kletni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","klet"
"569","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:07:55","iamb","testing",29,"ng","e","iamb","t-seng",1,"t-sengni",0,"t-seŋni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","təseŋ"
"570","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:08:05","iamb","testing",30,"k","x","iamb","r-daik",1,"r-daigni",0,"r-daikni","false",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","rədaɪk"
"571","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:08:20","iamb","testing",31,"k","x","iamb","s-paik",2,"s-paigni",0,"s-paik","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","iamb",,,0,"iamb","FALSE","FALSE","səpaɪk"
"572","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:08:36","iamb","testing",32,"m","i","mono","zhim",2,"zhimni",0,"gimni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʒim"
"573","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:08:46","iamb","testing",33,"p","u","mono","nup",1,"nubni",0,"nupni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","nup"
"574","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:08:58","iamb","testing",34,"t","a","iamb","fr-dat",1,"fr-dadni",0,"fr-datni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","frədat"
"575","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:09:09","iamb","testing",35,"k","u","mono","huk",1,"hugni",0,"pukni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","huk"
"576","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:09:35","iamb","testing",36,"l","i","mono","bril",2,"brilni",0,"frilni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","bril"
"577","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:09:47","iamb","testing",37,"k","u","mono","fuk",2,"fugni",0,"fukni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","fuk"
"578","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:09:55","iamb","testing",38,"l","i","mono","tril",1,"trilni",0,"trilni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","tril"
"579","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:10:07","iamb","testing",39,"k","u","iamb","zh-tuk",1,"zh-tugni",0,"g-tukni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","ʒətuk"
"580","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:10:18","iamb","testing",40,"p","a","mono","zap",2,"zabni",0,"zapni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","zap"
"581","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:10:25","iamb","testing",41,"p","o","iamb","g-top",1,"g-tobni",0,"g-tobni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","ɡətop"
"582","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:10:35","iamb","testing",42,"ng","x","mono","plaing",1,"plaingni",0,"plaiŋni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","plaɪŋ"
"583","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:10:47","iamb","testing",43,"p","e","mono","flep",1,"flebni",0,"flapni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","flep"
"584","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:11:01","iamb","testing",44,"p","e","iamb","t-gep",1,"t-gebni",0,"t-gibni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"585","Larbedi","506","SJO504","2011-03-26 01:00:15","2011-03-26 01:11:18","iamb","testing",45,"t","o","mono","zhot",1,"zhodni",0,"gotni","true",1985,"California","This is extremely interesting! I would like to know what the goal is; if you don't mind; and what the results are. Thanks!","French (a little)","true","Male","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","ʒot"
"586","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:08:27","iamb","learning",1,"r","i","mono","zhir",3,"zhirni",5,,"false",1982,"northern us",,"none","true","Female","FALSE","W","mono",,,0,"iamb","FALSE","TRUE","ʒir"
"587","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:08:37","iamb","learning",2,"t","i","iamb","b-git",2,"b-gidni",2,,"false",1982,"northern us",,"none","true","Female","FALSE","t","iamb",,,0,"iamb","FALSE","FALSE","bəɡit"
"588","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:08:44","iamb","learning",3,"l","a","iamb","g-nal",1,"g-nalni",1,,"false",1982,"northern us",,"none","true","Female","FALSE","W","iamb",,,0,"iamb","FALSE","FALSE","ɡənal"
"589","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:08:53","iamb","learning",4,"p","x","iamb","ch-naip",1,"ch-naibni",1,,"false",1982,"northern us",,"none","true","Female","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","ʧənaɪp"
"590","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:08:58","iamb","learning",5,"k","o","iamb","g-frok",1,"g-frogni",1,,"false",1982,"northern us",,"none","true","Female","FALSE","k","iamb",,,0,"iamb","FALSE","FALSE","ɡəfrok"
"591","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:09:03","iamb","learning",6,"p","u","iamb","s-rup",1,"s-rubni",1,,"false",1982,"northern us",,"none","true","Female","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","sərup"
"592","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:09:08","iamb","learning",7,"k","o","iamb","l-shok",1,"l-shogni",1,,"false",1982,"northern us",,"none","true","Female","FALSE","k","iamb",,,0,"iamb","FALSE","FALSE","ləʃok"
"593","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:09:28","iamb","learning",8,"l","o","iamb","n-jol",1,"n-jolni",2,"n-jolni","true",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","nəʤol"
"594","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:09:41","iamb","learning",9,"l","x","mono","sail",1,"sailni",2,"sailni","true",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","saɪl"
"595","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:09:55","iamb","learning",10,"t","a","iamb","n-mat",1,"n-madni",2,"n-madni","true",1982,"northern us",,"none","true","Female","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","nəmat"
"596","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:10:05","iamb","learning",11,"ng","i","mono","kring",1,"kringni",2,"kriŋni","true",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","kriŋ"
"597","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:10:18","iamb","learning",12,"t","u","iamb","g-shut",1,"g-shudni",2,"g-shudni","true",1982,"northern us",,"none","true","Female","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","ɡəʃut"
"598","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:10:30","iamb","learning",13,"p","o","iamb","f-chop",1,"f-chobni",2,"f-chobni","true",1982,"northern us",,"none","true","Female","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","fəʧop"
"599","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:10:43","iamb","learning",14,"p","e","iamb","t-gep",1,"t-gebni",2,"t-gebni","true",1982,"northern us",,"none","true","Female","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"600","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:10:54","iamb","learning",15,"k","a","iamb","ch-pak",1,"ch-pagni",2,"ch-pagni","true",1982,"northern us",,"none","true","Female","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","ʧəpak"
"601","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:08","iamb","testing",16,"ng","i","iamb","d-pling",1,"d-plingni",0,"d-pliŋni","false",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","dəpliŋ"
"602","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:17","iamb","testing",17,"m","x","iamb","zh-taim",1,"zh-taimni",0,"zh-taimni","false",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ʒətaɪm"
"603","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:25","iamb","testing",18,"ng","i","mono","kring",1,"kringni",0,"kriŋni","false",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","kriŋ"
"604","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:32","iamb","testing",19,"t","x","mono","pait",1,"paidni",0,"paitni","false",1982,"northern us",,"none","true","Female","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","paɪt"
"605","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:41","iamb","testing",20,"t","o","mono","zhot",1,"zhodni",0,"zhotni","false",1982,"northern us",,"none","true","Female","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","ʒot"
"606","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:49","iamb","testing",21,"k","x","iamb","s-paik",1,"s-paigni",0,"s-paikni","false",1982,"northern us",,"none","true","Female","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","səpaɪk"
"607","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:11:56","iamb","testing",22,"k","o","mono","prok",1,"progni",0,"prokni","false",1982,"northern us",,"none","true","Female","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","prok"
"608","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:06","iamb","testing",23,"p","a","mono","zap",1,"zabni",0,"zapni","false",1982,"northern us",,"none","true","Female","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","zap"
"609","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:15","iamb","testing",24,"t","i","iamb","s-plit",1,"s-plidni",0,"s-plitni","false",1982,"northern us",,"none","true","Female","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","səplit"
"610","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:25","iamb","testing",25,"ng","u","iamb","ch-rung",1,"ch-rungni",0,"ch-ruŋni","false",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ʧəruŋ"
"611","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:33","iamb","testing",26,"p","i","iamb","k-nip",1,"k-nibni",0,"k-nipni","false",1982,"northern us",,"none","true","Female","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","kənip"
"612","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:41","iamb","testing",27,"p","x","mono","braip",1,"braibni",0,"braipni","false",1982,"northern us",,"none","true","Female","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","braɪp"
"613","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:47","iamb","testing",28,"l","i","mono","bril",1,"brilni",0,"brilni","false",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","bril"
"614","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:12:55","iamb","testing",29,"p","e","iamb","t-gep",1,"t-gebni",0,"t-gepni","false",1982,"northern us",,"none","true","Female","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","təɡep"
"615","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:13:02","iamb","testing",30,"t","e","mono","klet",1,"kledni",0,"kletni","false",1982,"northern us",,"none","true","Female","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","klet"
"616","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:13:12","iamb","testing",31,"p","u","mono","nup",2,"nubni",0,"nupni","true",1982,"northern us",,"none","true","Female","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","nup"
"617","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:13:37","iamb","testing",32,"k","u","iamb","zh-tuk",3,"zh-tugni",0,"zhatukni","true",1982,"northern us",,"none","true","Female","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","ʒətuk"
"618","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:13:47","iamb","testing",33,"l","e","mono","zel",2,"zelni",0,"zailni","true",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","zel"
"619","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:13:57","iamb","testing",34,"r","i","iamb","g-vir",2,"g-virni",0,"g-verni","true",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ɡəvir"
"620","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:05","iamb","testing",35,"k","x","mono","shaik",1,"shaigni",0,"shikni","true",1982,"northern us",,"none","true","Female","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","ʃaɪk"
"621","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:23","iamb","testing",36,"p","i","iamb","r-lip",5,"r-libni",0,"r-ripni","true",1982,"northern us",,"none","true","Female","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","rəlip"
"622","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:29","iamb","testing",37,"p","e","mono","flep",1,"flebni",0,"flapni","true",1982,"northern us",,"none","true","Female","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","flep"
"623","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:37","iamb","testing",38,"p","o","iamb","f-chop",1,"f-chobni",0,"f-chopni","true",1982,"northern us",,"none","true","Female","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","fəʧop"
"624","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:47","iamb","testing",39,"t","e","iamb","zh-net",2,"zh-nedni",0,"zhnatni","true",1982,"northern us",,"none","true","Female","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","ʒənet"
"625","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:14:54","iamb","testing",40,"k","o","iamb","g-frok",1,"g-frogni",0,"g-frokni","true",1982,"northern us",,"none","true","Female","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","ɡəfrok"
"626","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:15:00","iamb","testing",41,"l","o","iamb","n-jol",1,"n-jolni",0,"n-jolni","true",1982,"northern us",,"none","true","Female","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","nəʤol"
"627","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:15:07","iamb","testing",42,"t","i","iamb","b-git",1,"b-gidni",0,"b-getni","true",1982,"northern us",,"none","true","Female","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","bəɡit"
"628","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:15:17","iamb","testing",43,"ng","u","mono","mung",3,"mungni",0,"mumni","true",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","muŋ"
"629","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:15:23","iamb","testing",44,"r","i","mono","zhir",1,"zhirni",0,"zherni","true",1982,"northern us",,"none","true","Female","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʒir"
"630","Larbid","507","ELN506","2011-03-26 01:07:01","2011-03-26 01:15:29","iamb","testing",45,"k","a","mono","strak",1,"stragni",0,"strokni","true",1982,"northern us",,"none","true","Female","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","strak"
"631","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:21","mono","learning",1,"t","u","mono","stut",1,"studni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","stut"
"632","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:27","mono","learning",2,"p","a","mono","zap",1,"zabni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","zap"
"633","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:31","mono","learning",3,"ng","e","iamb","t-seng",1,"t-sengni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","təseŋ"
"634","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:36","mono","learning",4,"t","x","mono","pait",1,"paidni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","paɪt"
"635","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:39","mono","learning",5,"p","i","mono","mip",1,"mibni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","mip"
"636","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:42","mono","learning",6,"p","u","mono","nup",1,"nubni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","nup"
"637","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:29:46","mono","learning",7,"l","e","iamb","k-shel",1,"k-shelni",1,,"false",1983,"Texas",,"none","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","kəʃel"
"638","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:30:19","mono","learning",8,"p","o","mono","bop",1,"bobni",2,"bopni","true",1983,"Texas",,"none","true","Female","TRUE","p","mono","p","p",0,"mono","TRUE","FALSE","bop"
"639","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:30:37","mono","learning",9,"m","u","mono","fum",1,"fumni",1,"fumni","true",1983,"Texas",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","fum"
"640","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:30:58","mono","learning",10,"k","e","mono","glek",1,"glegni",2,"gladni","true",1983,"Texas",,"none","true","Female","TRUE","k","mono","d","t",1,"mono","FALSE","FALSE","ɡlek"
"641","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:31:11","mono","learning",11,"k","a","mono","strak",1,"stragni",1,"stragni","true",1983,"Texas",,"none","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","strak"
"642","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:31:45","mono","learning",12,"m","x","iamb","zh-taim",1,"zh-taimni",3,"zh-taimi","true",1983,"Texas",,"none","true","Female","TRUE","W","iamb",,,0,"mono","FALSE","TRUE","ʒətaɪm"
"643","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:31:57","mono","learning",13,"k","e","mono","chek",1,"chegni",1,"cheni","true",1983,"Texas",,"none","true","Female","TRUE","k","mono",,,0,"mono","FALSE","FALSE","ʧek"
"644","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:32:15","mono","learning",14,"t","x","mono","skait",1,"skaidni",1,"skaitni","true",1983,"Texas",,"none","true","Female","TRUE","t","mono","t","t",0,"mono","TRUE","FALSE","skaɪt"
"645","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:32:29","mono","learning",15,"ng","i","mono","ting",1,"tingni",1,"tiŋni","true",1983,"Texas",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","tiŋ"
"646","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:32:47","mono","testing",16,"ng","i","mono","kring",1,"kringni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","W","mono",,,0,"mono","FALSE","FALSE","kriŋ"
"647","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:32:56","mono","testing",17,"p","i","iamb","r-lip",1,"r-libni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","p","iamb",,,0,"mono","FALSE","TRUE","rəlip"
"648","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:03","mono","testing",18,"p","u","mono","nup",1,"nubni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","p","mono",,,0,"mono","FALSE","FALSE","nup"
"649","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:11","mono","testing",19,"k","e","mono","chek",1,"chegni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","k","mono",,,0,"mono","FALSE","FALSE","ʧek"
"650","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:17","mono","testing",20,"k","u","iamb","b-chuk",1,"b-chugni",0,"ti","false",1983,"Texas",,"none","true","Female","TRUE","k","iamb",,,0,"mono","FALSE","TRUE","bəʧuk"
"651","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:26","mono","testing",21,"l","a","iamb","g-nal",1,"g-nalni",0,"di","false",1983,"Texas",,"none","true","Female","TRUE","W","iamb",,,0,"mono","FALSE","TRUE","ɡənal"
"652","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:33","mono","testing",22,"k","o","iamb","l-shok",1,"l-shogni",0,"ki","false",1983,"Texas",,"none","true","Female","TRUE","k","iamb",,,0,"mono","FALSE","TRUE","ləʃok"
"653","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:40","mono","testing",23,"l","i","mono","bril",1,"brilni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","W","mono",,,0,"mono","FALSE","FALSE","bril"
"654","larved","508","MXF507","2011-03-26 01:28:01","2011-03-26 01:33:47","mono","testing",24,"t","i","iamb","b-git",1,"b-gidni",0,"ni","false",1983,"Texas",,"none","true","Female","TRUE","t","iamb",,,0,"mono","FALSE","TRUE","bəɡit"
