"","id","participant","IP","V4","field","meta","time"
"305","197","PFK197O","221.230.131.226","meta","sex","male","Mon Sep 20 01:31:33 2010"
"306","197","PFK197O","221.230.131.226","meta","lang","None","Mon Sep 20 01:31:33 2010"
"307","197","PFK197O","221.230.131.226","meta","sugg","","Mon Sep 20 01:31:33 2010"
"308","200","PGU200F","75.83.168.59","meta","place","USA","Mon Sep 20 02:04:50 2010"
"309","200","PGU200F","75.83.168.59","meta","soundlike","Southern California","Mon Sep 20 02:04:50 2010"
"310","200","PGU200F","75.83.168.59","meta","year","1987","Mon Sep 20 02:04:50 2010"
"311","200","PGU200F","75.83.168.59","meta","sex","male","Mon Sep 20 02:04:50 2010"
"312","200","PGU200F","75.83.168.59","meta","lang","Spanish","Mon Sep 20 02:04:50 2010"
"313","200","PGU200F","75.83.168.59","meta","sugg","","Mon Sep 20 02:04:50 2010"
"314","202","PAC202N","41.7.66.168","meta","place","USA","Mon Sep 20 04:58:13 2010"
"315","202","PAC202N","41.7.66.168","meta","soundlike","the south","Mon Sep 20 04:58:13 2010"
"316","202","PAC202N","41.7.66.168","meta","year","1983","Mon Sep 20 04:58:13 2010"
"317","202","PAC202N","41.7.66.168","meta","sex","female","Mon Sep 20 04:58:13 2010"
"318","202","PAC202N","41.7.66.168","meta","lang","spanish and afrikaans","Mon Sep 20 04:58:13 2010"
"319","202","PAC202N","41.7.66.168","meta","sugg","","Mon Sep 20 04:58:13 2010"
"320","205","PHT205R","75.57.246.110","meta","place","USA","Mon Sep 20 06:03:04 2010"
"321","205","PHT205R","75.57.246.110","meta","soundlike","California","Mon Sep 20 06:03:04 2010"
"322","205","PHT205R","75.57.246.110","meta","year","1992","Mon Sep 20 06:03:04 2010"
"323","205","PHT205R","75.57.246.110","meta","sex","female","Mon Sep 20 06:03:04 2010"
"324","205","PHT205R","75.57.246.110","meta","lang","Cantonese","Mon Sep 20 06:03:04 2010"
"325","205","PHT205R","75.57.246.110","meta","sugg","I'm a bit sleepy, so I might have answered a few of the second plural questions wrong, but I'm pretty sure about my rating choices.","Mon Sep 20 06:03:04 2010"
"326","206","PZJ206L","173.66.194.23","meta","place","USA","Mon Sep 20 08:33:47 2010"
"327","206","PZJ206L","173.66.194.23","meta","soundlike","Baltimore","Mon Sep 20 08:33:47 2010"
"328","206","PZJ206L","173.66.194.23","meta","year","1982","Mon Sep 20 08:33:47 2010"
"329","206","PZJ206L","173.66.194.23","meta","sex","male","Mon Sep 20 08:33:47 2010"
"330","206","PZJ206L","173.66.194.23","meta","lang","None","Mon Sep 20 08:33:47 2010"
"331","206","PZJ206L","173.66.194.23","meta","sugg","","Mon Sep 20 08:33:47 2010"
"332","208","PUK208V","59.100.237.165","meta","place","USA","Mon Sep 20 11:19:18 2010"
"333","208","PUK208V","59.100.237.165","meta","soundlike","Northeast USA","Mon Sep 20 11:19:18 2010"
"334","208","PUK208V","59.100.237.165","meta","year","1970","Mon Sep 20 11:19:18 2010"
"335","208","PUK208V","59.100.237.165","meta","sex","male","Mon Sep 20 11:19:18 2010"
"336","208","PUK208V","59.100.237.165","meta","lang","French, but only a little","Mon Sep 20 11:19:18 2010"
"337","208","PUK208V","59.100.237.165","meta","sugg","","Mon Sep 20 11:19:18 2010"
"338","209","PGW209K","134.84.100.238","meta","place","USA","Mon Sep 20 11:46:41 2010"
"339","209","PGW209K","134.84.100.238","meta","soundlike","Minnesota","Mon Sep 20 11:46:41 2010"
"340","209","PGW209K","134.84.100.238","meta","year","1989","Mon Sep 20 11:46:41 2010"
"341","209","PGW209K","134.84.100.238","meta","sex","male","Mon Sep 20 11:46:41 2010"
"342","209","PGW209K","134.84.100.238","meta","lang","Spanish, Russian","Mon Sep 20 11:46:41 2010"
"343","209","PGW209K","134.84.100.238","meta","sugg","","Mon Sep 20 11:46:41 2010"
"344","211","PSB211Q","68.59.171.67","meta","place","USA","Mon Sep 20 12:02:11 2010"
"345","211","PSB211Q","68.59.171.67","meta","soundlike","The South","Mon Sep 20 12:02:11 2010"
"346","211","PSB211Q","68.59.171.67","meta","year","1981","Mon Sep 20 12:02:11 2010"
"347","211","PSB211Q","68.59.171.67","meta","sex","female","Mon Sep 20 12:02:11 2010"
"348","211","PSB211Q","68.59.171.67","meta","lang","none","Mon Sep 20 12:02:11 2010"
"349","211","PSB211Q","68.59.171.67","meta","sugg","Interesting study. Let me know when you publish it, please.","Mon Sep 20 12:02:11 2010"
"350","213","PZN213H","97.88.213.255","meta","place","USA","Mon Sep 20 13:11:53 2010"
"351","213","PZN213H","97.88.213.255","meta","soundlike","Midwest","Mon Sep 20 13:11:53 2010"
"352","213","PZN213H","97.88.213.255","meta","year","","Mon Sep 20 13:11:53 2010"
"353","213","PZN213H","97.88.213.255","meta","sex","female","Mon Sep 20 13:11:53 2010"
"354","213","PZN213H","97.88.213.255","meta","lang","I speak a little ghastly french.","Mon Sep 20 13:11:53 2010"
"355","213","PZN213H","97.88.213.255","meta","sugg","Thx!","Mon Sep 20 13:11:53 2010"
"356","217","PCQ217M","152.10.195.111","meta","place","USA","Mon Sep 20 13:45:51 2010"
"357","217","PCQ217M","152.10.195.111","meta","soundlike","Neutral accent, would guess Northern, but not disctinct like Jersey/Boston/Hampshire/etc. From South","Mon Sep 20 13:45:51 2010"
"358","217","PCQ217M","152.10.195.111","meta","year","1989","Mon Sep 20 13:45:51 2010"
"359","217","PCQ217M","152.10.195.111","meta","sex","female","Mon Sep 20 13:45:51 2010"
"360","217","PCQ217M","152.10.195.111","meta","lang","French, a little Spanish","Mon Sep 20 13:45:51 2010"
"361","217","PCQ217M","152.10.195.111","meta","sugg","Sometimes the qualifications at the bottom (vowel sound over vowel sound, ss over ss, etc.) were confusing and unclear. It felt a little like both at times. ","Mon Sep 20 13:45:51 2010"
"362","218","PWT218W","24.193.72.225","meta","place","USA","Mon Sep 20 13:56:35 2010"
"363","218","PWT218W","24.193.72.225","meta","soundlike","Detroit","Mon Sep 20 13:56:35 2010"
"364","218","PWT218W","24.193.72.225","meta","year","1986","Mon Sep 20 13:56:35 2010"
"365","218","PWT218W","24.193.72.225","meta","sex","female","Mon Sep 20 13:56:35 2010"
"366","218","PWT218W","24.193.72.225","meta","lang","none","Mon Sep 20 13:56:35 2010"
"367","218","PWT218W","24.193.72.225","meta","sugg","This was interesting!","Mon Sep 20 13:56:35 2010"
"368","220","PBZ220O","76.10.6.225","meta","place","USA","Mon Sep 20 14:15:10 2010"
"369","220","PBZ220O","76.10.6.225","meta","soundlike","New England Area - Nothing in particular","Mon Sep 20 14:15:10 2010"
"370","220","PBZ220O","76.10.6.225","meta","year","1992","Mon Sep 20 14:15:10 2010"
"371","220","PBZ220O","76.10.6.225","meta","sex","male","Mon Sep 20 14:15:10 2010"
"372","220","PBZ220O","76.10.6.225","meta","lang","None","Mon Sep 20 14:15:10 2010"
"373","220","PBZ220O","76.10.6.225","meta","sugg","","Mon Sep 20 14:15:10 2010"
"374","221","PYU221L","70.188.143.40","meta","place","none","Mon Sep 20 14:39:23 2010"
"375","221","PYU221L","70.188.143.40","meta","soundlike","New England","Mon Sep 20 14:39:23 2010"
"376","221","PYU221L","70.188.143.40","meta","year","","Mon Sep 20 14:39:23 2010"
"377","221","PYU221L","70.188.143.40","meta","sex","female","Mon Sep 20 14:39:23 2010"
"378","221","PYU221L","70.188.143.40","meta","lang","none","Mon Sep 20 14:39:23 2010"
"379","221","PYU221L","70.188.143.40","meta","sugg","","Mon Sep 20 14:39:23 2010"
"380","222","PEM222U","72.196.151.10","meta","place","USA","Mon Sep 20 14:42:41 2010"
"381","222","PEM222U","72.196.151.10","meta","soundlike","Ohio","Mon Sep 20 14:42:41 2010"
"382","222","PEM222U","72.196.151.10","meta","year","1973","Mon Sep 20 14:42:41 2010"
"383","222","PEM222U","72.196.151.10","meta","sex","female","Mon Sep 20 14:42:41 2010"
"384","222","PEM222U","72.196.151.10","meta","lang","None","Mon Sep 20 14:42:41 2010"
"385","222","PEM222U","72.196.151.10","meta","sugg","That was fun. The words sound like a Dr. Seuss book. ","Mon Sep 20 14:42:41 2010"
"386","223","PWB223E","24.19.48.144","meta","place","USA","Mon Sep 20 14:46:01 2010"
"387","223","PWB223E","24.19.48.144","meta","soundlike","I have a generalized East Coast accent.","Mon Sep 20 14:46:01 2010"
"388","223","PWB223E","24.19.48.144","meta","year","","Mon Sep 20 14:46:01 2010"
"389","223","PWB223E","24.19.48.144","meta","sex","female","Mon Sep 20 14:46:01 2010"
"390","223","PWB223E","24.19.48.144","meta","lang","Turkish","Mon Sep 20 14:46:01 2010"
"391","223","PWB223E","24.19.48.144","meta","sugg","","Mon Sep 20 14:46:01 2010"
"392","224","PZD224T","75.97.195.106","meta","place","USA","Mon Sep 20 14:59:26 2010"
"393","224","PZD224T","75.97.195.106","meta","soundlike","East Coast","Mon Sep 20 14:59:26 2010"
"394","224","PZD224T","75.97.195.106","meta","year","1987","Mon Sep 20 14:59:26 2010"
"395","224","PZD224T","75.97.195.106","meta","sex","female","Mon Sep 20 14:59:26 2010"
"396","224","PZD224T","75.97.195.106","meta","lang","Spanish","Mon Sep 20 14:59:26 2010"
"397","224","PZD224T","75.97.195.106","meta","sugg","","Mon Sep 20 14:59:26 2010"
"398","225","PFB225K","68.100.220.190","meta","place","USA","Mon Sep 20 15:37:37 2010"
"399","225","PFB225K","68.100.220.190","meta","soundlike","East Coast","Mon Sep 20 15:37:37 2010"
"400","225","PFB225K","68.100.220.190","meta","year","1990","Mon Sep 20 15:37:37 2010"
"401","225","PFB225K","68.100.220.190","meta","sex","female","Mon Sep 20 15:37:37 2010"
"402","225","PFB225K","68.100.220.190","meta","lang","None","Mon Sep 20 15:37:37 2010"
"403","225","PFB225K","68.100.220.190","meta","sugg","","Mon Sep 20 15:37:37 2010"
"404","228","PQG228M","74.76.190.52","meta","place","USA","Mon Sep 20 16:59:53 2010"
"405","228","PQG228M","74.76.190.52","meta","soundlike","NY","Mon Sep 20 16:59:53 2010"
"406","228","PQG228M","74.76.190.52","meta","year","1987","Mon Sep 20 16:59:53 2010"
"407","228","PQG228M","74.76.190.52","meta","sex","male","Mon Sep 20 16:59:53 2010"
"408","228","PQG228M","74.76.190.52","meta","lang","","Mon Sep 20 16:59:53 2010"
"409","228","PQG228M","74.76.190.52","meta","sugg","","Mon Sep 20 16:59:53 2010"
"410","229","PMY229P","74.108.80.217","meta","place","USA","Mon Sep 20 17:09:23 2010"
"411","229","PMY229P","74.108.80.217","meta","soundlike","new york","Mon Sep 20 17:09:23 2010"
"412","229","PMY229P","74.108.80.217","meta","year","1988","Mon Sep 20 17:09:23 2010"
"413","229","PMY229P","74.108.80.217","meta","sex","male","Mon Sep 20 17:09:23 2010"
"414","229","PMY229P","74.108.80.217","meta","lang","chinese","Mon Sep 20 17:09:23 2010"
"415","229","PMY229P","74.108.80.217","meta","sugg","","Mon Sep 20 17:09:23 2010"
"416","231","PGO231K","174.60.29.240","meta","place","none","Mon Sep 20 17:55:13 2010"
"417","231","PGO231K","174.60.29.240","meta","soundlike","","Mon Sep 20 17:55:13 2010"
"418","231","PGO231K","174.60.29.240","meta","year","","Mon Sep 20 17:55:13 2010"
"419","231","PGO231K","174.60.29.240","meta","sex","female","Mon Sep 20 17:55:13 2010"
"420","231","PGO231K","174.60.29.240","meta","lang","none","Mon Sep 20 17:55:13 2010"
"421","231","PGO231K","174.60.29.240","meta","sugg","","Mon Sep 20 17:55:13 2010"
"422","232","PLA232O","174.76.152.64","meta","place","USA","Mon Sep 20 17:57:30 2010"
"423","232","PLA232O","174.76.152.64","meta","soundlike","Midwest","Mon Sep 20 17:57:30 2010"
"424","232","PLA232O","174.76.152.64","meta","year","","Mon Sep 20 17:57:30 2010"
"425","232","PLA232O","174.76.152.64","meta","sex","male","Mon Sep 20 17:57:30 2010"
"426","232","PLA232O","174.76.152.64","meta","lang","Spanish","Mon Sep 20 17:57:30 2010"
"427","232","PLA232O","174.76.152.64","meta","sugg","","Mon Sep 20 17:57:30 2010"
"428","233","PTE233G","68.28.104.232","meta","place","USA","Mon Sep 20 18:22:03 2010"
"429","233","PTE233G","68.28.104.232","meta","soundlike","midwest","Mon Sep 20 18:22:03 2010"
"430","233","PTE233G","68.28.104.232","meta","year","","Mon Sep 20 18:22:03 2010"
"431","233","PTE233G","68.28.104.232","meta","sex","female","Mon Sep 20 18:22:03 2010"
"432","233","PTE233G","68.28.104.232","meta","lang","spanish","Mon Sep 20 18:22:03 2010"
"433","233","PTE233G","68.28.104.232","meta","sugg","","Mon Sep 20 18:22:03 2010"
"434","234","PNP234O","69.132.88.66","meta","place","none","Mon Sep 20 18:52:32 2010"
"435","234","PNP234O","69.132.88.66","meta","soundlike","","Mon Sep 20 18:52:32 2010"
"436","234","PNP234O","69.132.88.66","meta","year","","Mon Sep 20 18:52:32 2010"
"437","234","PNP234O","69.132.88.66","meta","sex","female","Mon Sep 20 18:52:32 2010"
"438","234","PNP234O","69.132.88.66","meta","lang","Spanish","Mon Sep 20 18:52:32 2010"
"439","234","PNP234O","69.132.88.66","meta","sugg","I would be interested to know which words people prefer in this study!","Mon Sep 20 18:52:32 2010"
"440","239","PDF239W","184.189.233.212","meta","place","USA","Mon Sep 20 21:11:20 2010"
"441","239","PDF239W","184.189.233.212","meta","soundlike","California","Mon Sep 20 21:11:20 2010"
"442","239","PDF239W","184.189.233.212","meta","year","1987","Mon Sep 20 21:11:20 2010"
"443","239","PDF239W","184.189.233.212","meta","sex","female","Mon Sep 20 21:11:20 2010"
"444","239","PDF239W","184.189.233.212","meta","lang","None","Mon Sep 20 21:11:20 2010"
"445","239","PDF239W","184.189.233.212","meta","sugg","","Mon Sep 20 21:11:20 2010"
"446","242","PCB242S","132.194.117.187","meta","place","USA","Mon Sep 20 22:29:17 2010"
"447","242","PCB242S","132.194.117.187","meta","soundlike","MidWest Region","Mon Sep 20 22:29:17 2010"
"448","242","PCB242S","132.194.117.187","meta","year","1963","Mon Sep 20 22:29:17 2010"
"449","242","PCB242S","132.194.117.187","meta","sex","male","Mon Sep 20 22:29:17 2010"
"450","242","PCB242S","132.194.117.187","meta","lang","Spanish , German","Mon Sep 20 22:29:17 2010"
"451","242","PCB242S","132.194.117.187","meta","sugg","Yes...was a interesting study !....","Mon Sep 20 22:29:17 2010"
"452","244","PWO244E","67.109.85.70","meta","place","USA","Mon Sep 20 22:32:16 2010"
"453","244","PWO244E","67.109.85.70","meta","soundlike","Iowa","Mon Sep 20 22:32:16 2010"
"454","244","PWO244E","67.109.85.70","meta","year","1985","Mon Sep 20 22:32:16 2010"
"455","244","PWO244E","67.109.85.70","meta","sex","female","Mon Sep 20 22:32:16 2010"
"456","244","PWO244E","67.109.85.70","meta","lang","none","Mon Sep 20 22:32:16 2010"
"457","244","PWO244E","67.109.85.70","meta","sugg","i had some difficulty determining which vowel sounds you were referring to.  it might have been in the directions, but by the time i tried the first problem, i didn't know whether you were talking about the vowel in the main part of the word or in the part that made the word plural.","Mon Sep 20 22:32:16 2010"
"458","246","PNU246Y","68.198.22.200","meta","place","none","Mon Sep 20 23:45:28 2010"
"459","246","PNU246Y","68.198.22.200","meta","soundlike","","Mon Sep 20 23:45:28 2010"
"460","246","PNU246Y","68.198.22.200","meta","year","","Mon Sep 20 23:45:28 2010"
"461","246","PNU246Y","68.198.22.200","meta","sex","male","Mon Sep 20 23:45:28 2010"
"462","246","PNU246Y","68.198.22.200","meta","lang","Male","Mon Sep 20 23:45:28 2010"
"463","246","PNU246Y","68.198.22.200","meta","sugg","","Mon Sep 20 23:45:28 2010"
"464","247","PAT247J","141.195.137.139","meta","place","USA","Mon Sep 20 23:32:47 2010"
"465","247","PAT247J","141.195.137.139","meta","soundlike","New York","Mon Sep 20 23:32:47 2010"
"466","247","PAT247J","141.195.137.139","meta","year","1991","Mon Sep 20 23:32:47 2010"
"467","247","PAT247J","141.195.137.139","meta","sex","female","Mon Sep 20 23:32:47 2010"
"468","247","PAT247J","141.195.137.139","meta","lang","","Mon Sep 20 23:32:47 2010"
"469","247","PAT247J","141.195.137.139","meta","sugg","","Mon Sep 20 23:32:47 2010"
"470","249","PUP249A","173.218.156.99","meta","place","USA","Tue Sep 21 00:08:26 2010"
"471","249","PUP249A","173.218.156.99","meta","soundlike","California","Tue Sep 21 00:08:26 2010"
"472","249","PUP249A","173.218.156.99","meta","year","","Tue Sep 21 00:08:26 2010"
"473","249","PUP249A","173.218.156.99","meta","sex","female","Tue Sep 21 00:08:26 2010"
"474","249","PUP249A","173.218.156.99","meta","lang","None","Tue Sep 21 00:08:26 2010"
"475","249","PUP249A","173.218.156.99","meta","sugg","","Tue Sep 21 00:08:26 2010"
"476","250","PTK250I","67.197.18.72","meta","place","USA","Tue Sep 21 00:32:43 2010"
"477","250","PTK250I","67.197.18.72","meta","soundlike","Indiana","Tue Sep 21 00:32:43 2010"
"478","250","PTK250I","67.197.18.72","meta","year","","Tue Sep 21 00:32:43 2010"
"479","250","PTK250I","67.197.18.72","meta","sex","female","Tue Sep 21 00:32:43 2010"
"480","250","PTK250I","67.197.18.72","meta","lang","Latin","Tue Sep 21 00:32:43 2010"
"481","250","PTK250I","67.197.18.72","meta","sugg","","Tue Sep 21 00:32:43 2010"
"482","251","PQH251M","76.192.184.5","meta","place","USA","Tue Sep 21 00:37:23 2010"
"483","251","PQH251M","76.192.184.5","meta","soundlike","Chicago","Tue Sep 21 00:37:23 2010"
"484","251","PQH251M","76.192.184.5","meta","year","1983","Tue Sep 21 00:37:23 2010"
"485","251","PQH251M","76.192.184.5","meta","sex","female","Tue Sep 21 00:37:23 2010"
"486","251","PQH251M","76.192.184.5","meta","lang","none","Tue Sep 21 00:37:23 2010"
"487","251","PQH251M","76.192.184.5","meta","sugg","","Tue Sep 21 00:37:23 2010"
"488","252","PFB252R","24.101.49.33","meta","place","USA","Tue Sep 21 00:47:15 2010"
"489","252","PFB252R","24.101.49.33","meta","soundlike","Pittsburgh","Tue Sep 21 00:47:15 2010"
"490","252","PFB252R","24.101.49.33","meta","year","1980","Tue Sep 21 00:47:15 2010"
"491","252","PFB252R","24.101.49.33","meta","sex","none","Tue Sep 21 00:47:15 2010"
"492","252","PFB252R","24.101.49.33","meta","lang","Spanish","Tue Sep 21 00:47:15 2010"
"493","252","PFB252R","24.101.49.33","meta","sugg","Fun survey, but a little long!","Tue Sep 21 00:47:15 2010"
"494","254","PBD254X","75.35.3.86","meta","place","USA","Tue Sep 21 01:09:49 2010"
"495","254","PBD254X","75.35.3.86","meta","soundlike","California","Tue Sep 21 01:09:49 2010"
"496","254","PBD254X","75.35.3.86","meta","year","1987","Tue Sep 21 01:09:49 2010"
"497","254","PBD254X","75.35.3.86","meta","sex","female","Tue Sep 21 01:09:49 2010"
"498","254","PBD254X","75.35.3.86","meta","lang","Chinese","Tue Sep 21 01:09:49 2010"
"499","254","PBD254X","75.35.3.86","meta","sugg","","Tue Sep 21 01:09:49 2010"
"500","255","PWK255O","151.205.161.14","meta","place","USA","Tue Sep 21 02:08:16 2010"
"501","255","PWK255O","151.205.161.14","meta","soundlike","USA","Tue Sep 21 02:08:16 2010"
"502","255","PWK255O","151.205.161.14","meta","year","1972","Tue Sep 21 02:08:16 2010"
"503","255","PWK255O","151.205.161.14","meta","sex","female","Tue Sep 21 02:08:16 2010"
"504","255","PWK255O","151.205.161.14","meta","lang","Spanish","Tue Sep 21 02:08:16 2010"
"505","255","PWK255O","151.205.161.14","meta","sugg","","Tue Sep 21 02:08:16 2010"
"506","256","PYA256D","70.101.224.22","meta","place","USA","Tue Sep 21 04:10:28 2010"
"507","256","PYA256D","70.101.224.22","meta","soundlike","English","Tue Sep 21 04:10:28 2010"
"508","256","PYA256D","70.101.224.22","meta","year","1981","Tue Sep 21 04:10:28 2010"
"509","256","PYA256D","70.101.224.22","meta","sex","female","Tue Sep 21 04:10:28 2010"
"510","256","PYA256D","70.101.224.22","meta","lang","none","Tue Sep 21 04:10:28 2010"
"511","256","PYA256D","70.101.224.22","meta","sugg","","Tue Sep 21 04:10:28 2010"
"512","257","PKG257L","99.170.78.55","meta","place","none","Tue Sep 21 07:17:13 2010"
"513","257","PKG257L","99.170.78.55","meta","soundlike","Texas","Tue Sep 21 07:17:13 2010"
"514","257","PKG257L","99.170.78.55","meta","year","1972","Tue Sep 21 07:17:13 2010"
"515","257","PKG257L","99.170.78.55","meta","sex","female","Tue Sep 21 07:17:13 2010"
"516","257","PKG257L","99.170.78.55","meta","lang","only English","Tue Sep 21 07:17:13 2010"
"517","257","PKG257L","99.170.78.55","meta","sugg","","Tue Sep 21 07:17:13 2010"
"518","259","PHU259I","151.199.9.152","meta","place","USA","Tue Sep 21 07:47:47 2010"
"519","259","PHU259I","151.199.9.152","meta","soundlike","Ohio","Tue Sep 21 07:47:47 2010"
"520","259","PHU259I","151.199.9.152","meta","year","1960","Tue Sep 21 07:47:47 2010"
"521","259","PHU259I","151.199.9.152","meta","sex","male","Tue Sep 21 07:47:47 2010"
"522","259","PHU259I","151.199.9.152","meta","lang","none","Tue Sep 21 07:47:47 2010"
"523","259","PHU259I","151.199.9.152","meta","sugg","","Tue Sep 21 07:47:47 2010"
"524","260","PXW260U","207.69.140.20","meta","place","USA","Tue Sep 21 08:37:08 2010"
"525","260","PXW260U","207.69.140.20","meta","soundlike","Alabama","Tue Sep 21 08:37:08 2010"
"526","260","PXW260U","207.69.140.20","meta","year","","Tue Sep 21 08:37:08 2010"
"527","260","PXW260U","207.69.140.20","meta","sex","male","Tue Sep 21 08:37:08 2010"
"528","260","PXW260U","207.69.140.20","meta","lang","None","Tue Sep 21 08:37:08 2010"
"529","260","PXW260U","207.69.140.20","meta","sugg","Enjoyed.  ","Tue Sep 21 08:37:08 2010"
"530","261","POG261D","71.251.126.34","meta","place","USA","Tue Sep 21 08:36:39 2010"
"531","261","POG261D","71.251.126.34","meta","soundlike","The South (Virginia)","Tue Sep 21 08:36:39 2010"
"532","261","POG261D","71.251.126.34","meta","year","1974","Tue Sep 21 08:36:39 2010"
"533","261","POG261D","71.251.126.34","meta","sex","male","Tue Sep 21 08:36:39 2010"
"534","261","POG261D","71.251.126.34","meta","lang","Spanish on a very basic level","Tue Sep 21 08:36:39 2010"
"535","261","POG261D","71.251.126.34","meta","sugg","Very interesting.","Tue Sep 21 08:36:39 2010"
"536","262","PKE262Y","222.99.42.37","meta","place","USA","Tue Sep 21 09:12:53 2010"
"537","262","PKE262Y","222.99.42.37","meta","soundlike","Georgia","Tue Sep 21 09:12:53 2010"
"538","262","PKE262Y","222.99.42.37","meta","year","1985","Tue Sep 21 09:12:53 2010"
"539","262","PKE262Y","222.99.42.37","meta","sex","none","Tue Sep 21 09:12:53 2010"
"540","262","PKE262Y","222.99.42.37","meta","lang","","Tue Sep 21 09:12:53 2010"
"541","262","PKE262Y","222.99.42.37","meta","sugg","","Tue Sep 21 09:12:53 2010"
"542","267","PVO267R","128.103.136.238","meta","place","USA","Tue Sep 21 11:28:16 2010"
"543","267","PVO267R","128.103.136.238","meta","soundlike","Texas","Tue Sep 21 11:28:16 2010"
"544","267","PVO267R","128.103.136.238","meta","year","","Tue Sep 21 11:28:16 2010"
"545","267","PVO267R","128.103.136.238","meta","sex","female","Tue Sep 21 11:28:16 2010"
"546","267","PVO267R","128.103.136.238","meta","lang","a little French and  a little Hebrew","Tue Sep 21 11:28:16 2010"
"547","267","PVO267R","128.103.136.238","meta","sugg","Some of those are hard to tell the difference!","Tue Sep 21 11:28:16 2010"
"548","271","PDG271D","66.229.75.233","meta","place","USA","Tue Sep 21 16:01:11 2010"
"549","271","PDG271D","66.229.75.233","meta","soundlike","","Tue Sep 21 16:01:11 2010"
"550","271","PDG271D","66.229.75.233","meta","year","1986","Tue Sep 21 16:01:11 2010"
"551","271","PDG271D","66.229.75.233","meta","sex","male","Tue Sep 21 16:01:11 2010"
"552","271","PDG271D","66.229.75.233","meta","lang","Japanese","Tue Sep 21 16:01:11 2010"
"553","271","PDG271D","66.229.75.233","meta","sugg","","Tue Sep 21 16:01:11 2010"
"554","272","PDQ272S","173.66.204.129","meta","place","USA","Tue Sep 21 16:04:28 2010"
"555","272","PDQ272S","173.66.204.129","meta","soundlike","INdiana","Tue Sep 21 16:04:28 2010"
"556","272","PDQ272S","173.66.204.129","meta","year","1977","Tue Sep 21 16:04:28 2010"
"557","272","PDQ272S","173.66.204.129","meta","sex","female","Tue Sep 21 16:04:28 2010"
"558","272","PDQ272S","173.66.204.129","meta","lang","none","Tue Sep 21 16:04:28 2010"
"559","272","PDQ272S","173.66.204.129","meta","sugg","","Tue Sep 21 16:04:28 2010"
"560","273","PPD273T","173.168.70.192","meta","place","USA","Tue Sep 21 18:15:50 2010"
"561","273","PPD273T","173.168.70.192","meta","soundlike","Pittsburgh","Tue Sep 21 18:15:50 2010"
"562","273","PPD273T","173.168.70.192","meta","year","","Tue Sep 21 18:15:50 2010"
"563","273","PPD273T","173.168.70.192","meta","sex","male","Tue Sep 21 18:15:50 2010"
"564","273","PPD273T","173.168.70.192","meta","lang","French","Tue Sep 21 18:15:50 2010"
"565","273","PPD273T","173.168.70.192","meta","sugg","","Tue Sep 21 18:15:50 2010"
"566","274","PPU274X","74.190.186.119","meta","place","USA","Tue Sep 21 18:07:11 2010"
"567","274","PPU274X","74.190.186.119","meta","soundlike","Texas","Tue Sep 21 18:07:11 2010"
"568","274","PPU274X","74.190.186.119","meta","year","1987","Tue Sep 21 18:07:11 2010"
"569","274","PPU274X","74.190.186.119","meta","sex","male","Tue Sep 21 18:07:11 2010"
"570","274","PPU274X","74.190.186.119","meta","lang","","Tue Sep 21 18:07:11 2010"
"571","274","PPU274X","74.190.186.119","meta","sugg","","Tue Sep 21 18:07:11 2010"
"572","275","PJB275E","71.236.132.164","meta","place","USA","Tue Sep 21 18:42:04 2010"
"573","275","PJB275E","71.236.132.164","meta","soundlike","west","Tue Sep 21 18:42:04 2010"
"574","275","PJB275E","71.236.132.164","meta","year","1989","Tue Sep 21 18:42:04 2010"
"575","275","PJB275E","71.236.132.164","meta","sex","female","Tue Sep 21 18:42:04 2010"
"576","275","PJB275E","71.236.132.164","meta","lang","none","Tue Sep 21 18:42:04 2010"
"577","275","PJB275E","71.236.132.164","meta","sugg","","Tue Sep 21 18:42:04 2010"
"578","289","PFH289A","98.190.8.202","meta","place","none","Fri Oct 15 15:18:05 2010"
"579","289","PFH289A","98.190.8.202","meta","soundlike","Midwest","Fri Oct 15 15:18:05 2010"
"580","289","PFH289A","98.190.8.202","meta","year","","Fri Oct 15 15:18:05 2010"
"581","289","PFH289A","98.190.8.202","meta","sex","female","Fri Oct 15 15:18:05 2010"
"582","289","PFH289A","98.190.8.202","meta","lang","none","Fri Oct 15 15:18:05 2010"
"583","289","PFH289A","98.190.8.202","meta","sugg","","Fri Oct 15 15:18:05 2010"
"584","291","PHN291U","67.161.164.237","meta","place","USA","Fri Oct 15 15:58:41 2010"
"585","291","PHN291U","67.161.164.237","meta","soundlike","CALIFORNIA","Fri Oct 15 15:58:41 2010"
"586","291","PHN291U","67.161.164.237","meta","year","1974","Fri Oct 15 15:58:41 2010"
"587","291","PHN291U","67.161.164.237","meta","sex","female","Fri Oct 15 15:58:41 2010"
"588","291","PHN291U","67.161.164.237","meta","lang","","Fri Oct 15 15:58:41 2010"
"589","291","PHN291U","67.161.164.237","meta","sugg","","Fri Oct 15 15:58:41 2010"
"590","292","PPQ292F","188.54.38.151","meta","place","USA","Fri Oct 15 16:44:27 2010"
"591","292","PPQ292F","188.54.38.151","meta","soundlike","West coast","Fri Oct 15 16:44:27 2010"
"592","292","PPQ292F","188.54.38.151","meta","year","","Fri Oct 15 16:44:27 2010"
"593","292","PPQ292F","188.54.38.151","meta","sex","male","Fri Oct 15 16:44:27 2010"
